"","time","tmin","tmax","tmean","cmin","cmax","cmean","wmin","wmax","wmean","pmean","rhmin","rhmax","rhmean"
"37",-1726001,-19.5758324742438,-5.19614182834172,-11.4458592457091,21.7391304347826,100,84.2075736325386,2.45,15.4833333333333,8.20376344086021,44.9642857142857,68,95,82.7544802867383
"38",-1726002,-23.6657758266874,-8.0894737397143,-14.4660770729421,20.8695652173913,100,80.5670379096166,3.05714285714286,16.9571428571429,8.8356790992259,31.8333333333333,69,95.6,84.1932881773399
"39",-1726003,-22.150036656735,-7.80465057431634,-13.5308368363418,13.3333333333333,100,80.510752688172,2.41428571428571,14.8,7.75668202764977,29.9809523809524,69,95.35,84.3306451612903
"40",-1726004,-15.0284474083687,-4.34165180031931,-8.64013099534964,27.0833333333333,100,85.125,2.41428571428571,13.6428571428571,7.55380952380952,30.9857142857143,70.35,95.95,84.9083333333333
"41",-1726005,-7.40603974589629,-0.428697626364761,-3.35356493830883,44.4,100,91.3032258064516,3.2,11.9,6.73732718894009,32.447619047619,70.7,95.85,85.5338709677419
"42",-1726006,-2.53609117805957,2.17285400323954,0.0546317068670269,43.2,100,93.1733333333333,2.51428571428571,9.55714285714286,5.79904761904762,32.7380952380952,73.15,97.7,88.6566666666667
"43",-1726007,-1.4696844088234,2.86710546536316,0.842805744307851,63.3333333333333,100,96.3440860215054,2,9.05714285714286,5.10414746543779,51.8261904761905,82.55,98.1,92.1274193548387
"44",-1726008,-2.76803393711703,2.36599291339745,-0.000390600197599033,41.2,100,94.3612903225807,2.02857142857143,9.7,5.56635944700461,78.6309523809524,82.1363636363636,98.4545454545455,92.6099706744868
"45",-1726009,-5.10490521333251,1.338383513619,-1.56042471713763,41.2,100,88.9333333333333,3.34285714285714,12.5428571428571,6.76380952380952,70.2523809523809,73.1363636363636,97.3636363636364,87.5393939393939
"46",-1726010,-7.70144176552313,0.179140022506404,-3.29969121101024,40.4,100,85.6903225806452,2.94285714285714,13.6,7.41059907834101,74.8833333333333,68.7272727272727,96.5,82.9677419354839
"47",-1726011,-10.3412720691444,-1.00204734512534,-5.06884080385205,33.75,100,84.625,3.44285714285714,14.0428571428571,7.68619047619048,69.7738095238095,70.2727272727273,95.0909090909091,82.3378787878788
"48",-1726012,-12.9811097319826,-2.18323726658196,-6.8379958840475,27.6,100,87.6387096774194,2.52857142857143,14.6,8.03133640552995,51.902380952381,70.9090909090909,95.5,83.9985337243402
"49",-1721001,-18.3758210749664,-3.99614655971137,-10.2458604842749,21.7391304347826,100,84.2075736325386,2.45,15.4833333333333,8.20376344086021,44.9642857142857,68,95,82.7544802867383
"50",-1721002,-22.4658445026651,-6.88947745798809,-13.2660812496994,20.8695652173913,100,80.5670379096166,3.05714285714286,16.9571428571429,8.8356790992259,31.8333333333333,69,95.6,84.1932881773399
"51",-1721003,-20.9500496770014,-6.60465313546537,-12.3308424582131,13.3333333333333,100,80.510752688172,2.41428571428571,14.8,7.75668202764977,29.9809523809524,69,95.35,84.3306451612903
"52",-1721004,-13.828437488795,-3.14165253919576,-7.44012998179773,27.0833333333333,100,85.125,2.41428571428571,13.6428571428571,7.55380952380952,30.9857142857143,70.35,95.95,84.9083333333333
"53",-1721005,-6.2060366452035,0.771305673660601,-2.15356032998926,44.4,100,91.3032258064516,3.2,11.9,6.73732718894009,32.447619047619,70.7,95.85,85.5338709677419
"54",-1721006,-1.33608971321087,3.37285702896925,1.25463521349899,43.2,100,93.1733333333333,2.51428571428571,9.55714285714286,5.79904761904762,32.7380952380952,73.15,97.7,88.6566666666667
"55",-1721007,-0.269686415970893,4.06710536484547,2.04280564453118,63.3333333333333,100,96.3440860215054,2,9.05714285714286,5.10414746543779,51.8261904761905,82.55,98.1,92.1274193548387
"56",-1721008,-1.56803339481825,3.56598998818523,1.19960599296966,41.2,100,94.3612903225807,2.02857142857143,9.7,5.56635944700461,78.6309523809524,82.1363636363636,98.4545454545455,92.6099706744868
"57",-1721009,-3.9049042699889,2.53837982475723,-0.360428781683177,41.2,100,88.9333333333333,3.34285714285714,12.5428571428571,6.76380952380952,70.2523809523809,73.1363636363636,97.3636363636364,87.5393939393939
"58",-1721010,-6.50144152091285,1.37913923549388,-2.09969197939357,40.4,100,85.6903225806452,2.94285714285714,13.6,7.41059907834101,74.8833333333333,68.7272727272727,96.5,82.9677419354839
"59",-1721011,-9.14127325709825,0.197957130749591,-3.86883597092309,33.75,100,84.625,3.44285714285714,14.0428571428571,7.68619047619048,69.7738095238095,70.2727272727273,95.0909090909091,82.3378787878788
"60",-1721012,-11.7811132136443,-0.983226858469214,-5.63798465352542,27.6,100,87.6387096774194,2.52857142857143,14.6,8.03133640552995,51.902380952381,70.9090909090909,95.5,83.9985337243402
"61",-1719001,-19.0758324145369,-4.69614353622242,-10.9458599960021,21.7391304347826,100,84.2075736325386,2.45,15.4833333333333,8.20376344086021,44.9642857142857,68,95,82.7544802867383
"62",-1719002,-23.1657819804205,-7.58947506826951,-13.9660784398195,20.8695652173913,100,80.5670379096166,3.05714285714286,16.9571428571429,8.8356790992259,31.8333333333333,69,95.6,84.1932881773399
"63",-1719003,-21.6500371260468,-7.30465134546672,-13.0308390947741,13.3333333333333,100,80.510752688172,2.41428571428571,14.8,7.75668202764977,29.9809523809524,69,95.35,84.3306451612903
"64",-1719004,-14.5284468911424,-3.84165222282182,-8.14013058405097,27.0833333333333,100,85.125,2.41428571428571,13.6428571428571,7.55380952380952,30.9857142857143,70.35,95.95,84.9083333333333
"65",-1719005,-6.9060397938108,0.0713035672858654,-2.85356309117555,44.4,100,91.3032258064516,3.2,11.9,6.73732718894009,32.447619047619,70.7,95.85,85.5338709677419
"66",-1719006,-2.03609155643795,2.67285515723332,0.554633078105578,43.2,100,93.1733333333333,2.51428571428571,9.55714285714286,5.79904761904762,32.7380952380952,73.15,97.7,88.6566666666667
"67",-1719007,-0.969684507275097,3.36710545582915,1.34280571629307,63.3333333333333,100,96.3440860215054,2,9.05714285714286,5.10414746543779,51.8261904761905,82.55,98.1,92.1274193548387
"68",-1719008,-2.26803346028695,2.86599176893756,0.499608056601305,41.2,100,94.3612903225807,2.02857142857143,9.7,5.56635944700461,78.6309523809524,82.1363636363636,98.4545454545455,92.6099706744868
"69",-1719009,-4.60490467115304,1.838381983279,-1.06042637827486,41.2,100,88.9333333333333,3.34285714285714,12.5428571428571,6.76380952380952,70.2523809523809,73.1363636363636,97.3636363636364,87.5393939393939
"70",-1719010,-7.20144169686695,0.679139684010221,-2.79969153661262,40.4,100,85.6903225806452,2.94285714285714,13.6,7.41059907834101,74.8833333333333,68.7272727272727,96.5,82.9677419354839
"71",-1719011,-9.84127267998001,-0.502045476289118,-4.56883881711261,33.75,100,84.625,3.44285714285714,14.0428571428571,7.68619047619048,69.7738095238095,70.2727272727273,95.0909090909091,82.3378787878788
"72",-1719012,-12.4811108778586,-1.68323292052172,-6.33799124161859,27.6,100,87.6387096774194,2.52857142857143,14.6,8.03133640552995,51.902380952381,70.9090909090909,95.5,83.9985337243402
"73",-1717001,-19.0758324145369,-4.69614353622242,-10.9458599960021,21.7391304347826,100,84.2075736325386,2.45,15.4833333333333,8.20376344086021,44.9642857142857,68,95,82.7544802867383
"74",-1717002,-23.1657819804205,-7.58947506826951,-13.9660784398195,20.8695652173913,100,80.5670379096166,3.05714285714286,16.9571428571429,8.8356790992259,31.8333333333333,69,95.6,84.1932881773399
"75",-1717003,-21.6500371260468,-7.30465134546672,-13.0308390947741,13.3333333333333,100,80.510752688172,2.41428571428571,14.8,7.75668202764977,29.9809523809524,69,95.35,84.3306451612903
"76",-1717004,-14.5284468911424,-3.84165222282182,-8.14013058405097,27.0833333333333,100,85.125,2.41428571428571,13.6428571428571,7.55380952380952,30.9857142857143,70.35,95.95,84.9083333333333
"77",-1717005,-6.9060397938108,0.0713035672858654,-2.85356309117555,44.4,100,91.3032258064516,3.2,11.9,6.73732718894009,32.447619047619,70.7,95.85,85.5338709677419
"78",-1717006,-2.03609155643795,2.67285515723332,0.554633078105578,43.2,100,93.1733333333333,2.51428571428571,9.55714285714286,5.79904761904762,32.7380952380952,73.15,97.7,88.6566666666667
"79",-1717007,-0.969684507275097,3.36710545582915,1.34280571629307,63.3333333333333,100,96.3440860215054,2,9.05714285714286,5.10414746543779,51.8261904761905,82.55,98.1,92.1274193548387
"80",-1717008,-2.26803346028695,2.86599176893756,0.499608056601305,41.2,100,94.3612903225807,2.02857142857143,9.7,5.56635944700461,78.6309523809524,82.1363636363636,98.4545454545455,92.6099706744868
"81",-1717009,-4.60490467115304,1.838381983279,-1.06042637827486,41.2,100,88.9333333333333,3.34285714285714,12.5428571428571,6.76380952380952,70.2523809523809,73.1363636363636,97.3636363636364,87.5393939393939
"82",-1717010,-7.20144169686695,0.679139684010221,-2.79969153661262,40.4,100,85.6903225806452,2.94285714285714,13.6,7.41059907834101,74.8833333333333,68.7272727272727,96.5,82.9677419354839
"83",-1717011,-9.84127267998001,-0.502045476289118,-4.56883881711261,33.75,100,84.625,3.44285714285714,14.0428571428571,7.68619047619048,69.7738095238095,70.2727272727273,95.0909090909091,82.3378787878788
"84",-1717012,-12.4811108778586,-1.68323292052172,-6.33799124161859,27.6,100,87.6387096774194,2.52857142857143,14.6,8.03133640552995,51.902380952381,70.9090909090909,95.5,83.9985337243402
"85",-1713001,-18.2758199456836,-3.89614701856087,-10.1458606358571,21.7391304347826,100,84.2075736325386,2.45,15.4833333333333,8.20376344086021,44.9642857142857,68,95,82.7544802867383
"86",-1713002,-22.3658456131225,-6.78947774010657,-13.1660816371809,20.8695652173913,100,80.5670379096166,3.05714285714286,16.9571428571429,8.8356790992259,31.8333333333333,69,95.6,84.1932881773399
"87",-1713003,-20.8500502843902,-6.50465331937038,-12.2308429454332,13.3333333333333,100,80.510752688172,2.41428571428571,14.8,7.75668202764977,29.9809523809524,69,95.35,84.3306451612903
"88",-1713004,-13.7284373409666,-3.04165259042206,-7.34012989446374,27.0833333333333,100,85.125,2.41428571428571,13.6428571428571,7.55380952380952,30.9857142857143,70.35,95.95,84.9083333333333
"89",-1713005,-6.10603618564324,0.871305908792207,-2.05355993010247,44.4,100,91.3032258064516,3.2,11.9,6.73732718894009,32.447619047619,70.7,95.85,85.5338709677419
"90",-1713006,-1.23608906392534,3.47285723326544,1.35463551515691,43.2,100,93.1733333333333,2.51428571428571,9.55714285714286,5.79904761904762,32.7380952380952,73.15,97.7,88.6566666666667
"91",-1713007,-0.169686468368239,4.16710535073761,2.14280563744268,63.3333333333333,100,96.3440860215054,2,9.05714285714286,5.10414746543779,51.8261904761905,82.55,98.1,92.1274193548387
"92",-1713008,-1.46803399170642,3.66598979799695,1.29960569840048,41.2,100,94.3612903225807,2.02857142857143,9.7,5.56635944700461,78.6309523809524,82.1363636363636,98.4545454545455,92.6099706744868
"93",-1713009,-3.80490492567669,2.6383795969838,-0.260429125514835,41.2,100,88.9333333333333,3.34285714285714,12.5428571428571,6.76380952380952,70.2523809523809,73.1363636363636,97.3636363636364,87.5393939393939
"94",-1713010,-6.40144162074033,1.47913918368694,-1.99969204090433,40.4,100,85.6903225806452,2.94285714285714,13.6,7.41059907834101,74.8833333333333,68.7272727272727,96.5,82.9677419354839
"95",-1713011,-9.04127250158299,0.297957410328814,-3.7688355655818,33.75,100,84.625,3.44285714285714,14.0428571428571,7.68619047619048,69.7738095238095,70.2727272727273,95.0909090909091,82.3378787878788
"96",-1713012,-11.6811115065504,-0.883226187378434,-5.53798371515632,27.6,100,87.6387096774194,2.52857142857143,14.6,8.03133640552995,51.902380952381,70.9090909090909,95.5,83.9985337243402
"97",-1711001,-20.1758324113908,-5.79613896134636,-12.045857975054,21.7391304347826,100,84.2075736325386,2.45,15.4833333333333,8.20376344086021,44.9642857142857,68,95,82.7544802867383
"98",-1711002,-24.2657694110335,-8.68946387766254,-15.0660755353205,20.8695652173913,100,80.5670379096166,3.05714285714286,16.9571428571429,8.8356790992259,31.8333333333333,69,95.6,84.1932881773399
"99",-1711003,-22.7500361454705,-8.40464591268633,-14.1308332879113,13.3333333333333,100,80.510752688172,2.41428571428571,14.8,7.75668202764977,29.9809523809524,69,95.35,84.3306451612903
"100",-1711004,-15.6284479413126,-4.9416528998846,-9.24013154970702,27.0833333333333,100,85.125,2.41428571428571,13.6428571428571,7.55380952380952,30.9857142857143,70.35,95.95,84.9083333333333
"101",-1711005,-8.00603972421692,-1.02870118842922,-3.95356793238164,44.4,100,91.3032258064516,3.2,11.9,6.73732718894009,32.447619047619,70.7,95.85,85.5338709677419
"102",-1711006,-3.13609093233968,1.57285181043737,-0.545370581878153,43.2,100,93.1733333333333,2.51428571428571,9.55714285714286,5.79904761904762,32.7380952380952,73.15,97.7,88.6566666666667
"103",-1711007,-2.06968422126493,2.26710568449308,0.242805815154908,63.3333333333333,100,96.3440860215054,2,9.05714285714286,5.10414746543779,51.8261904761905,82.55,98.1,92.1274193548387
"104",-1711008,-3.36803437039539,1.76599488706952,-0.600388382276809,41.2,100,94.3612903225807,2.02857142857143,9.7,5.56635944700461,78.6309523809524,82.1363636363636,98.4545454545455,92.6099706744868
"105",-1711009,-5.70490566309183,0.738385758430532,-2.16042225812211,41.2,100,88.9333333333333,3.34285714285714,12.5428571428571,6.76380952380952,70.2523809523809,73.1363636363636,97.3636363636364,87.5393939393939
"106",-1711010,-8.30144181887763,-0.420859577780059,-3.89969079112392,40.4,100,85.6903225806452,2.94285714285714,13.6,7.41059907834101,74.8833333333333,68.7272727272727,96.5,82.9677419354839
"107",-1711011,-10.9412715660305,-1.60204998965038,-5.66884368275396,33.75,100,84.625,3.44285714285714,14.0428571428571,7.68619047619048,69.7738095238095,70.2727272727273,95.0909090909091,82.3378787878788
"108",-1711012,-13.5811082937418,-2.78324331541208,-7.43800251427989,27.6,100,87.6387096774194,2.52857142857143,14.6,8.03133640552995,51.902380952381,70.9090909090909,95.5,83.9985337243402
"109",-1708001,-17.6758215399693,-3.29614924601496,-9.54586084760113,21.7391304347826,100,84.2075736325386,2.45,15.4833333333333,8.20376344086021,44.9642857142857,68,95,82.7544802867383
"110",-1708002,-21.7658469191865,-6.18947999948048,-12.5660845405621,20.8695652173913,100,80.5670379096166,3.05714285714286,16.9571428571429,8.8356790992259,31.8333333333333,69,95.6,84.1932881773399
"111",-1708003,-20.2500514698223,-5.90465454212962,-11.6308458881581,13.3333333333333,100,80.510752688172,2.41428571428571,14.8,7.75668202764977,29.9809523809524,69,95.35,84.3306451612903
"112",-1708004,-13.1284375568391,-2.44165283633212,-6.74012939284053,27.0833333333333,100,85.125,2.41428571428571,13.6428571428571,7.55380952380952,30.9857142857143,70.35,95.95,84.9083333333333
"113",-1708005,-5.50603478433854,1.471307377462,-1.45355748900168,44.4,100,91.3032258064516,3.2,11.9,6.73732718894009,32.447619047619,70.7,95.85,85.5338709677419
"114",-1708006,-0.636088005871102,4.07285845559356,1.95463744138981,43.2,100,93.1733333333333,2.51428571428571,9.55714285714286,5.79904761904762,32.7380952380952,73.15,97.7,88.6566666666667
"115",-1708007,0.430313580971889,4.76710524684969,2.74280556201762,63.3333333333333,100,96.3440860215054,2,9.05714285714286,5.10414746543779,51.8261904761905,82.55,98.1,92.1274193548387
"116",-1708008,-0.86803509910079,4.2659886795567,1.89960384759274,41.2,100,94.3612903225807,2.02857142857143,9.7,5.56635944700461,78.6309523809524,82.1363636363636,98.4545454545455,92.6099706744868
"117",-1708009,-3.20490636705399,3.23837828453395,0.339568729651185,41.2,100,88.9333333333333,3.34285714285714,12.5428571428571,6.76380952380952,70.2523809523809,73.1363636363636,97.3636363636364,87.5393939393939
"118",-1708010,-5.80144192270263,2.07913889369062,-1.39969242015942,40.4,100,85.6903225806452,2.94285714285714,13.6,7.41059907834101,74.8833333333333,68.7272727272727,96.5,82.9677419354839
"119",-1708011,-8.4412707582434,0.897959012775339,-3.16883304149165,33.75,100,84.625,3.44285714285714,14.0428571428571,7.68619047619048,69.7738095238095,70.2727272727273,95.0909090909091,82.3378787878788
"120",-1708012,-11.0811074059526,-0.283222358937903,-4.93797791381477,27.6,100,87.6387096774194,2.52857142857143,14.6,8.03133640552995,51.902380952381,70.9090909090909,95.5,83.9985337243402
"121",-1708001,-20.2758326110646,-5.89614000913766,-12.1458577744148,21.7391304347826,100,84.2075736325386,2.45,15.4833333333333,8.20376344086021,44.9642857142857,68,95,82.7544802867383
"122",-1708002,-24.365768392146,-8.78946568554783,-15.1660753923255,20.8695652173913,100,80.5670379096166,3.05714285714286,16.9571428571429,8.8356790992259,31.8333333333333,69,95.6,84.1932881773399
"123",-1708003,-22.8500361323719,-8.50464597427327,-14.2308326993249,13.3333333333333,100,80.510752688172,2.41428571428571,14.8,7.75668202764977,29.9809523809524,69,95.35,84.3306451612903
"124",-1708004,-15.7284480101025,-5.04165270214712,-9.34013163565652,27.0833333333333,100,85.125,2.41428571428571,13.6428571428571,7.55380952380952,30.9857142857143,70.35,95.95,84.9083333333333
"125",-1708005,-8.10603966852554,-1.12870132457957,-4.05356843501865,44.4,100,91.3032258064516,3.2,11.9,6.73732718894009,32.447619047619,70.7,95.85,85.5338709677419
"126",-1708006,-3.23609090713364,1.47285154557782,-0.645370983096503,43.2,100,93.1733333333333,2.51428571428571,9.55714285714286,5.79904761904762,32.7380952380952,73.15,97.7,88.6566666666667
"127",-1708007,-2.16968414443537,2.16710566956691,0.14280582642879,63.3333333333333,100,96.3440860215054,2,9.05714285714286,5.10414746543779,51.8261904761905,82.55,98.1,92.1274193548387
"128",-1708008,-3.46803447243099,1.66599516685527,-0.700387992332297,41.2,100,94.3612903225807,2.02857142857143,9.7,5.56635944700461,78.6309523809524,82.1363636363636,98.4545454545455,92.6099706744868
"129",-1708009,-5.80490570252213,0.638386108596879,-2.26042183582171,41.2,100,88.9333333333333,3.34285714285714,12.5428571428571,6.76380952380952,70.2523809523809,73.1363636363636,97.3636363636364,87.5393939393939
"130",-1708010,-8.40144182906113,-0.520859512328999,-3.99969072215258,40.4,100,85.6903225806452,2.94285714285714,13.6,7.41059907834101,74.8833333333333,68.7272727272727,96.5,82.9677419354839
"131",-1708011,-11.0412715164167,-1.70205040526803,-5.76884417402569,33.75,100,84.625,3.44285714285714,14.0428571428571,7.68619047619048,69.7738095238095,70.2727272727273,95.0909090909091,82.3378787878788
"132",-1708012,-13.6811082043392,-2.88324427575186,-7.5380036408394,27.6,100,87.6387096774194,2.52857142857143,14.6,8.03133640552995,51.902380952381,70.9090909090909,95.5,83.9985337243402
"133",-1705001,-19.2758323130161,-4.89614251412781,-11.1458598031017,21.7391304347826,100,84.2075736325386,2.45,15.4833333333333,8.20376344086021,44.9642857142857,68,95,82.7544802867383
"134",-1705002,-23.3657794926454,-7.78947472055901,-14.1660777728211,20.8695652173913,100,80.5670379096166,3.05714285714286,16.9571428571429,8.8356790992259,31.8333333333333,69,95.6,84.1932881773399
"135",-1705003,-21.8500366066113,-7.50465103728933,-13.2308381287381,13.3333333333333,100,80.510752688172,2.41428571428571,14.8,7.75668202764977,29.9809523809524,69,95.35,84.3306451612903
"136",-1705004,-14.7284472355268,-4.04165205795419,-8.34013074961325,27.0833333333333,100,85.125,2.41428571428571,13.6428571428571,7.55380952380952,30.9857142857143,70.35,95.95,84.9083333333333
"137",-1705005,-7.10603996886194,-0.128696905757415,-3.05356389164828,44.4,100,91.3032258064516,3.2,11.9,6.73732718894009,32.447619047619,70.7,95.85,85.5338709677419
"138",-1705006,-2.23609146929365,2.47285465731473,0.35463245955227,43.2,100,93.1733333333333,2.51428571428571,9.55714285714286,5.79904761904762,32.7380952380952,73.15,97.7,88.6566666666667
"139",-1705007,-1.16968441979444,3.16710545754852,1.14280573288131,63.3333333333333,100,96.3440860215054,2,9.05714285714286,5.10414746543779,51.8261904761905,82.55,98.1,92.1274193548387
"140",-1705008,-2.46803363491191,2.66599226713687,0.299608658566501,41.2,100,94.3612903225807,2.02857142857143,9.7,5.56635944700461,78.6309523809524,82.1363636363636,98.4545454545455,92.6099706744868
"141",-1705009,-4.80490486386248,1.63838262988939,-1.26042567592971,41.2,100,88.9333333333333,3.34285714285714,12.5428571428571,6.76380952380952,70.2523809523809,73.1363636363636,97.3636363636364,87.5393939393939
"142",-1705010,-7.40144172733726,0.479139821574095,-2.99969140663307,40.4,100,85.6903225806452,2.94285714285714,13.6,7.41059907834101,74.8833333333333,68.7272727272727,96.5,82.9677419354839
"143",-1705011,-10.0412724568003,-0.702046260463453,-4.7688396494373,33.75,100,84.625,3.44285714285714,14.0428571428571,7.68619047619048,69.7738095238095,70.2727272727273,95.0909090909091,82.3378787878788
"144",-1705012,-12.6811105346964,-1.88323473852162,-6.53799317031871,27.6,100,87.6387096774194,2.52857142857143,14.6,8.03133640552995,51.902380952381,70.9090909090909,95.5,83.9985337243402
